Cross_Entropy_train,Cross_Entropy_val,Accuracy_train,Accuracy_val
0.05634952930695754,0.2199043680653026,1.0,0.9400749063670412
0.036293913540392464,0.24958901402071532,1.0,0.9213483146067416
0.03928564021542157,0.2914059753812933,1.0,0.9250936329588015
0.03632017802062408,0.2888117077945417,1.0,0.9288389513108615
0.034272539708540516,0.1914006238132585,1.0,0.9438202247191011
0.04899983154349564,0.22271240252955374,1.0,0.9438202247191011
0.040341557332178195,0.1524387914205602,1.0,0.947565543071161
0.03584939450190643,0.30484102262282436,1.0,0.9363295880149812
0.041364260584784485,0.33254236986290264,1.0,0.9325842696629213
0.033903698524618886,0.3302756074559848,1.0,0.9438202247191011
0.04883897784824694,0.258207871972741,1.0,0.9363295880149812
0.04003747341063036,0.2719721945654933,1.0,0.9288389513108615
0.047602218672623174,0.2555849999612183,1.0,0.9288389513108615
0.02954770105184489,0.47538786143520406,1.0,0.9288389513108615
0.040521786686913815,0.2995933722567608,1.0,0.9438202247191011
0.05139745768602771,0.21384109232781054,1.0,0.951310861423221
0.06870221130337845,0.22862536341105769,1.0,0.9288389513108615
0.029592358715980805,0.21222507459157036,1.0,0.9213483146067416
0.04335346404477223,0.21448477582512313,1.0,0.9288389513108615
0.03905292620864547,0.27391218202571205,1.0,0.9325842696629213
0.06099992869297187,0.17994368973660357,1.0,0.9400749063670412
0.03229267407370329,0.3313228368362884,1.0,0.9438202247191011
0.03499471949246326,0.20671141016083844,1.0,0.9400749063670412
0.043125995388663484,0.22519465724004595,1.0,0.9363295880149812
0.053912895283580405,0.17672831808458245,1.0,0.9588014981273408
0.02966721356430327,0.37921180844483376,1.0,0.9550561797752809
0.03948437465563145,0.24132941943318068,1.0,0.9250936329588015
0.04970981714593711,0.1992618344919633,1.0,0.947565543071161
0.04269618118450896,0.2145145746772424,1.0,0.9288389513108615
0.03984688000354581,0.18808780752302837,1.0,0.951310861423221
0.03299454465951766,0.37597883123067427,1.0,0.951310861423221
0.04333860520719051,0.29777434838674693,1.0,0.9250936329588015
0.04948591157739566,0.27517841341787,1.0,0.947565543071161
0.03973771714884135,0.2742734681432528,1.0,0.9288389513108615
0.04120325281657861,0.24094432683008232,1.0,0.9288389513108615
0.04666628467419607,0.20338983927243431,1.0,0.947565543071161
0.05361421506551641,0.24902378167261222,1.0,0.9438202247191011
0.04672117837958876,0.16129411169640334,1.0,0.951310861423221
0.04736312662419333,0.20253026667180926,1.0,0.951310861423221
0.049821816382390166,0.1921367566212365,1.0,0.9550561797752809
0.05019761961839174,0.20380001614135623,1.0,0.9363295880149812
0.036727787512240595,0.2382868162723257,1.0,0.9400749063670412
0.034359592427469464,0.17295694968643135,1.0,0.947565543071161
0.0385748619653155,0.23237196209008742,1.0,0.9288389513108615
0.045076486821933125,0.2492434179388014,1.0,0.9363295880149812
0.04001885498022331,0.2677734647968139,1.0,0.9400749063670412
0.05021603300059436,0.17200724057254133,1.0,0.947565543071161
0.05439486068345883,0.18672537418997193,1.0,0.947565543071161
0.0340331109085274,0.2882610196231944,1.0,0.9250936329588015
0.05171744027950619,0.14959421484920865,1.0,0.947565543071161
0.05216292049331043,0.22456540212261192,1.0,0.9325842696629213
0.05042356195307196,0.2542859485780024,1.0,0.9250936329588015
0.0533933846978736,0.2564637803736009,1.0,0.9363295880149812
0.04759380784141426,0.26228197989873947,1.0,0.9325842696629213
0.044989188111269555,0.31437702473743007,1.0,0.9363295880149812
0.03447742618112368,0.35967939101820423,1.0,0.9288389513108615
0.03988928115820927,0.2587966197094125,1.0,0.9438202247191011
0.04432184498531649,0.3322675073774607,1.0,0.947565543071161
0.042704075721148024,0.2563845218244346,1.0,0.9250936329588015
0.04590471838990206,0.23412272702167863,1.0,0.9550561797752809
0.05982699981233775,0.21207073832391468,1.0,0.9363295880149812
0.03352371580648397,0.2599170950353662,1.0,0.9400749063670412
0.04795883099429782,0.1876738031790681,1.0,0.9325842696629213
0.05700501832020898,0.18165401285064298,1.0,0.9438202247191011
0.04327267282057199,0.2018395365905815,1.0,0.947565543071161
0.04953252578545761,0.3817067964398838,1.0,0.9288389513108615
0.03756194589035702,0.12329743508158982,1.0,0.9550561797752809
0.05637184527002063,0.22177285134485947,1.0,0.9438202247191011
0.03209733073113989,0.2044212239359693,1.0,0.9438202247191011
0.03918697683666641,0.23052436010214047,1.0,0.9550561797752809
0.04568897559169781,0.2664865887542746,1.0,0.9213483146067416
0.04150118970786218,0.3195965057009143,1.0,0.9363295880149812
