3997.91411	-0.00393
3995.98555	-0.00382
3994.05698	-0.00371
3992.12842	-0.00370
3990.19985	-0.00386
3988.27129	-0.00400
3986.34272	-0.00391
3984.41416	-0.00371
3982.48560	-0.00366
3980.55703	-0.00376
3978.62847	-0.00382
3976.69990	-0.00380
3974.77134	-0.00375
3972.84277	-0.00369
3970.91421	-0.00368
3968.98564	-0.00379
3967.05708	-0.00391
3965.12852	-0.00393
3963.19995	-0.00385
3961.27139	-0.00378
3959.34282	-0.00379
3957.41426	-0.00381
3955.48569	-0.00378
3953.55713	-0.00369
3951.62856	-0.00356
3949.70000	-0.00345
3947.77144	-0.00344
3945.84287	-0.00354
3943.91431	-0.00365
3941.98574	-0.00371
3940.05718	-0.00373
3938.12861	-0.00372
3936.20005	-0.00363
3934.27148	-0.00346
3932.34292	-0.00325
3930.41436	-0.00312
3928.48579	-0.00314
3926.55723	-0.00324
3924.62866	-0.00328
3922.70010	-0.00326
3920.77153	-0.00323
3918.84297	-0.00314
3916.91440	-0.00303
3914.98584	-0.00304
3913.05728	-0.00315
3911.12871	-0.00326
3909.20015	-0.00334
3907.27158	-0.00345
3905.34302	-0.00349
3903.41445	-0.00332
3901.48589	-0.00296
3899.55732	-0.00268
3897.62876	-0.00265
3895.70020	-0.00285
3893.77163	-0.00311
3891.84307	-0.00323
3889.91450	-0.00325
3887.98594	-0.00326
3886.05737	-0.00318
3884.12881	-0.00305
3882.20024	-0.00304
3880.27168	-0.00298
3878.34312	-0.00289
3876.41455	-0.00299
3874.48599	-0.00316
3872.55742	-0.00318
3870.62886	-0.00306
3868.70029	-0.00296
3866.77173	-0.00305
3864.84316	-0.00313
3862.91460	-0.00304
3860.98604	-0.00301
3859.05747	-0.00323
3857.12891	-0.00363
3855.20034	-0.00382
3853.27178	-0.00349
3851.34321	-0.00298
3849.41465	-0.00285
3847.48608	-0.00301
3845.55752	-0.00321
3843.62896	-0.00334
3841.70039	-0.00342
3839.77183	-0.00336
3837.84326	-0.00311
3835.91470	-0.00292
3833.98613	-0.00295
3832.05757	-0.00301
3830.12900	-0.00298
3828.20044	-0.00291
3826.27187	-0.00286
3824.34331	-0.00288
3822.41475	-0.00290
3820.48618	-0.00287
3818.55762	-0.00297
3816.62905	-0.00312
3814.70049	-0.00313
3812.77192	-0.00310
3810.84336	-0.00311
3808.91479	-0.00304
3806.98623	-0.00290
3805.05767	-0.00290
3803.12910	-0.00302
3801.20054	-0.00293
3799.27197	-0.00280
3797.34341	-0.00282
3795.41484	-0.00285
3793.48628	-0.00288
