Cross_Entropy_train,Cross_Entropy_val,Accuracy_train,Accuracy_val
0.08539439363708637,0.3992314501820266,0.9846517119244392,0.8715953307392996
0.08165317441141005,0.27391166165692804,0.9834710743801652,0.926070038910506
0.08719842723440396,0.2382679557406395,0.9822904368358912,0.9299610894941636
0.06887872618911524,0.31047031452334617,0.9929161747343566,0.8949416342412452
0.08215929164085202,0.3147285439299339,0.9775678866587958,0.8949416342412452
0.07478732992506283,0.31144643291492635,0.985242030696576,0.8871595330739299
0.07677265636394916,0.35619081205028696,0.987012987012987,0.8910505836575876
0.09605775609573902,0.31993855597678084,0.9787485242030696,0.8988326848249028
0.08631842681784588,0.3605289716399885,0.9811097992916176,0.8988326848249028
0.07486811921550418,0.31471173996242696,0.98642266824085,0.906614785992218
0.08998467706327601,0.2566160887410321,0.9828807556080283,0.9221789883268484
0.09009902158179436,0.3498448800263252,0.9834710743801652,0.906614785992218
0.08957761490581052,0.3912655319895231,0.9840613931523022,0.8599221789883269
0.0889306754159109,0.2935255179963556,0.9828807556080283,0.9105058365758756
0.08024108662931406,0.3504083733952065,0.985242030696576,0.8832684824902723
0.09363126383529173,0.24891250620694666,0.9799291617473436,0.9377431906614786
0.0961150541030442,0.3105565036043332,0.9817001180637543,0.9143968871595329
0.0831791137388437,0.2675170200937925,0.9787485242030696,0.9221789883268484
0.08983255243770336,0.2907300269440909,0.9799291617473436,0.9182879377431906
0.07138308549477526,0.3575188618576949,0.9905548996458088,0.8832684824902723
0.07214589500273337,0.35014792068706724,0.9905548996458088,0.8832684824902723
0.09558501950450632,0.2806723206176934,0.9805194805194806,0.906614785992218
0.0876957586725414,0.3776763088763246,0.9828807556080283,0.8988326848249028
0.07384699681104899,0.2776803997050878,0.98642266824085,0.9105058365758756
0.08746073938613927,0.22639208850295084,0.9834710743801652,0.926070038910506
0.07646023519893487,0.29894794425259497,0.9840613931523022,0.9105058365758756
0.08238777421711649,0.32690427563657803,0.98642266824085,0.8832684824902723
0.0735247149745424,0.29294012800717834,0.9881936245572608,0.9143968871595329
0.08482634497236025,0.3217005206142065,0.9817001180637543,0.8871595330739299
0.08136973024462937,0.3456440229515235,0.9834710743801652,0.8832684824902723
0.09167619276166952,0.27486451118663385,0.9828807556080283,0.9182879377431906
0.08662601267836956,0.3120979052712008,0.9840613931523022,0.9027237354085604
0.08700461206076812,0.2902805428665167,0.9822904368358912,0.9221789883268484
0.07322774959790149,0.2641839147045233,0.9846517119244392,0.9105058365758756
0.09322853914543153,0.2882602153021562,0.9834710743801652,0.906614785992218
0.08206084589029994,0.24544236652161544,0.9840613931523022,0.9377431906614786
0.08381384594732126,0.2817766349954259,0.9817001180637543,0.9105058365758756
0.08407741029430954,0.2674753079622856,0.9840613931523022,0.926070038910506
0.07809130385926383,0.2762927525074487,0.987603305785124,0.9143968871595329
0.09017680524576548,0.28679966371505633,0.9834710743801652,0.9105058365758756
0.09100919753914877,0.2152031591083201,0.9775678866587958,0.953307392996109
0.08980381053015593,0.284648036611344,0.9781582054309328,0.8871595330739299
0.08384145574242688,0.30167353892469995,0.987012987012987,0.9143968871595329
0.08783676741646299,0.3104665313380977,0.9775678866587958,0.9143968871595329
0.09447974677147636,0.2406113839713244,0.974616292798111,0.926070038910506
0.08515759697715909,0.3089474624285246,0.9834710743801652,0.9027237354085604
0.08749546484064072,0.3317289183490359,0.9805194805194806,0.8832684824902723
0.09448431407380492,0.29779329647650143,0.9787485242030696,0.9105058365758756
0.08221595307226334,0.2755413205409331,0.98642266824085,0.8910505836575876
0.07766163687183883,0.3228416586944381,0.98642266824085,0.8910505836575876
