3997.91411	-0.01884
3995.98555	-0.01874
3994.05698	-0.01869
3992.12842	-0.01866
3990.19985	-0.01861
3988.27129	-0.01859
3986.34272	-0.01856
3984.41416	-0.01848
3982.48560	-0.01846
3980.55703	-0.01849
3978.62847	-0.01842
3976.69990	-0.01822
3974.77134	-0.01810
3972.84277	-0.01818
3970.91421	-0.01836
3968.98564	-0.01847
3967.05708	-0.01842
3965.12852	-0.01830
3963.19995	-0.01818
3961.27139	-0.01809
3959.34282	-0.01806
3957.41426	-0.01813
3955.48569	-0.01820
3953.55713	-0.01802
3951.62856	-0.01755
3949.70000	-0.01719
3947.77144	-0.01731
3945.84287	-0.01742
3943.91431	-0.01716
3941.98574	-0.01719
3940.05718	-0.01770
3938.12861	-0.01808
3936.20005	-0.01804
3934.27148	-0.01741
3932.34292	-0.01660
3930.41436	-0.01648
3928.48579	-0.01677
3926.55723	-0.01665
3924.62866	-0.01649
3922.70010	-0.01684
3920.77153	-0.01701
3918.84297	-0.01663
3916.91440	-0.01656
3914.98584	-0.01724
3913.05728	-0.01791
3911.12871	-0.01807
3909.20015	-0.01766
3907.27158	-0.01654
3905.34302	-0.01493
3903.41445	-0.01374
3901.48589	-0.01363
3899.55732	-0.01453
3897.62876	-0.01595
3895.70020	-0.01675
3893.77163	-0.01640
3891.84307	-0.01588
3889.91450	-0.01622
3887.98594	-0.01623
3886.05737	-0.01551
3884.12881	-0.01511
3882.20024	-0.01495
3880.27168	-0.01525
3878.34312	-0.01627
3876.41455	-0.01650
3874.48599	-0.01561
3872.55742	-0.01453
3870.62886	-0.01394
3868.70029	-0.01431
3866.77173	-0.01462
3864.84316	-0.01428
3862.91460	-0.01477
3860.98604	-0.01596
3859.05747	-0.01620
3857.12891	-0.01511
3855.20034	-0.01293
3853.27178	-0.01158
3851.34321	-0.01355
3849.41465	-0.01576
3847.48608	-0.01662
3845.55752	-0.01629
3843.62896	-0.01522
3841.70039	-0.01378
3839.77183	-0.01239
3837.84326	-0.01215
3835.91470	-0.01333
3833.98613	-0.01471
3832.05757	-0.01578
3830.12900	-0.01631
3828.20044	-0.01618
3826.27187	-0.01582
3824.34331	-0.01519
3822.41475	-0.01374
3820.48618	-0.01277
3818.55762	-0.01324
3816.62905	-0.01406
3814.70049	-0.01556
3812.77192	-0.01690
3810.84336	-0.01713
3808.91479	-0.01644
3806.98623	-0.01555
3805.05767	-0.01483
3803.12910	-0.01369
3801.20054	-0.01311
3799.27197	-0.01398
3797.34341	-0.01496
3795.41484	-0.01612
3793.48628	-0.01734
3791.55771	-0.01796
3789.62915	-0.01805
3787.70059	-0.01770
3785.77202	-0.01707
3783.84346	-0.01679
3781.91489	-0.01670
3779.98633	-0.01659
3778.05776	-0.01716
3776.12920	-0.01797
3774.20063	-0.01800
3772.27207	-0.01713
3770.34351	-0.01610
3768.41494	-0.01588
3766.48638	-0.01619
3764.55781	-0.01665
3762.62925	-0.01682
3760.70068	-0.01608
3758.77212	-0.01514
3756.84355	-0.01501
3754.91499	-0.01457
3752.98643	-0.01268
3751.05786	-0.01073
3749.12930	-0.01136
3747.20073	-0.01233
3745.27217	-0.01244
3743.34360	-0.01292
3741.41504	-0.01353
3739.48647	-0.01329
3737.55791	-0.01192
3735.62935	-0.01028
3733.70078	-0.01084
3731.77222	-0.01322
3729.84365	-0.01489
3727.91509	-0.01494
3725.98652	-0.01409
3724.05796	-0.01366
3722.12939	-0.01404
3720.20083	-0.01494
3718.27227	-0.01599
3716.34370	-0.01651
3714.41514	-0.01570
3712.48657	-0.01362
3710.55801	-0.01276
3708.62944	-0.01425
3706.70088	-0.01572
3704.77231	-0.01602
3702.84375	-0.01552
3700.91519	-0.01538
3698.98662	-0.01583
3697.05806	-0.01609
3695.12949	-0.01586
3693.20093	-0.01481
3691.27236	-0.01284
3689.34380	-0.01194
3687.41523	-0.01377
3685.48667	-0.01573
3683.55811	-0.01640
3681.62954	-0.01594
3679.70098	-0.01474
3677.77241	-0.01297
3675.84385	-0.01135
3673.91528	-0.01147
3671.98672	-0.01176
3670.05815	-0.01185
3668.12959	-0.01342
3666.20103	-0.01501
3664.27246	-0.01546
3662.34390	-0.01532
3660.41533	-0.01500
3658.48677	-0.01425
3656.55820	-0.01334
3654.62964	-0.01285
3652.70107	-0.01166
3650.77251	-0.00866
3648.84395	-0.00658
3646.91538	-0.00865
3644.98682	-0.01113
3643.05825	-0.01212
3641.12969	-0.01210
3639.20112	-0.01184
3637.27256	-0.01145
3635.34399	-0.01064
3633.41543	-0.00947
3631.48687	-0.00797
3629.55830	-0.00613
3627.62974	-0.00603
3625.70117	-0.00749
3623.77261	-0.00804
3621.84404	-0.00705
3619.91548	-0.00527
3617.98691	-0.00448
3616.05835	-0.00457
3614.12979	-0.00449
3612.20122	-0.00452
3610.27266	-0.00440
3608.34409	-0.00404
3606.41553	-0.00437
3604.48696	-0.00486
3602.55840	-0.00449
3600.62983	-0.00365
3598.70127	-0.00304
3596.77271	-0.00265
3594.84414	-0.00256
3592.91558	-0.00281
3590.98701	-0.00247
3589.05845	-0.00103
3587.12988	-0.00017
3585.20132	-0.00125
3583.27275	-0.00247
3581.34419	-0.00271
3579.41562	-0.00226
3577.48706	-0.00174
3575.55850	-0.00130
3573.62993	-0.00086
3571.70137	-0.00025
3569.77280	0.00113
3567.84424	0.00307
3565.91567	0.00366
3563.98711	0.00282
3562.05854	0.00213
3560.12998	0.00173
3558.20142	0.00134
3556.27285	0.00133
