estimator,filter__degree,filter__window,std,neg_log_loss
GaussianNB(),9,25,0.2209750756552865,-1.2449058868683018
GaussianNB(),2,9,0.21890826233143684,-1.2458245080174906
GaussianNB(),3,9,0.21903374982855314,-1.2458613770503413
GaussianNB(),6,21,0.2205983219361958,-1.2460653930113939
GaussianNB(),5,15,0.2200057337106281,-1.2460842145030473
GaussianNB(),4,15,0.22006071097173885,-1.2460956269611645
GaussianNB(),9,27,0.22092250020396756,-1.2461031754307792
GaussianNB(),8,27,0.22090542628076898,-1.2462536755526212
GaussianNB(),7,21,0.2205972095310589,-1.246256092953113
GaussianNB(),9,29,0.220641593495671,-1.247338979591322
GaussianNB(),2,23,0.17977682982734156,-1.247350917843238
GaussianNB(),8,29,0.22066511239254744,-1.2475721236673702
GaussianNB(),3,21,0.18687913866284644,-1.2476833917497057
GaussianNB(),6,23,0.22005587516061928,-1.2477537385225506
GaussianNB(),7,23,0.22015069386515354,-1.2478918975105127
GaussianNB(),4,17,0.2191823850142103,-1.2484049749140769
GaussianNB(),5,17,0.21903011695055133,-1.2484456868819755
GaussianNB(),2,11,0.2168177879810751,-1.249429323396987
GaussianNB(),7,25,0.21933825652943287,-1.2495259490046933
GaussianNB(),3,11,0.21700664191117713,-1.249535331834673
GaussianNB(),6,25,0.2191217367930454,-1.2496207287969956
GaussianNB(),2,21,0.1859829070908119,-1.249668378273258
GaussianNB(),4,19,0.21773481484420282,-1.250847442534945
GaussianNB(),5,19,0.21748157912725932,-1.2509872499739345
GaussianNB(),6,27,0.21789796977647966,-1.2516438148788978
GaussianNB(),7,27,0.21786289631581157,-1.251807506086291
GaussianNB(),3,23,0.18438350286341035,-1.253541816487981
GaussianNB(),3,5,,
