estimator,filter__degree,filter__window,std,neg_log_loss
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",6,7,0.01877087173969144,-0.4797829493249425
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",8,9,0.01877087173969144,-0.4797829493249425
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",10,11,0.01877087173969144,-0.4797829493249425
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",4,21,0.022990749596025886,-0.47980617777807666
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",9,11,0.01902626066008629,-0.47988420425622713
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",5,17,0.022343613842891866,-0.4798899899719177
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",8,11,0.0190197340822994,-0.4799014687798662
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",4,23,0.014528914323887636,-0.47999211933731145
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",10,13,0.019266545976851245,-0.48001557179881393
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",11,13,0.01926047042632245,-0.4800282802133058
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",6,15,0.017020506026310285,-0.48009631415821347
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",4,27,0.02093870928458857,-0.48016777282611456
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",10,15,0.01836269013883054,-0.48021334805975135
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",11,15,0.01836223036574865,-0.48021434494051557
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",5,23,0.013677089751494342,-0.4802591641560003
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",7,15,0.017177574660699038,-0.4803667477769865
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",9,19,0.01793504984189251,-0.4803907588458175
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",6,11,0.018992139881098012,-0.4804173126556382
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",7,11,0.01900778051664163,-0.4804245237399038
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",8,19,0.017930201067989177,-0.4804588696703244
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",4,17,0.022694601765097633,-0.4804878578339493
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,5,0.019021789994053497,-0.4806368654768051
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",11,17,0.01917791096880635,-0.48068006668603297
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",10,17,0.019117235941976528,-0.4806827523743549
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",5,29,0.017463655092675237,-0.48079174037588696
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,5,0.018957400796800285,-0.48095042661908016
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",6,27,0.01979038418373569,-0.4809812716798415
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",4,19,0.025359895995779345,-0.4810447244097117
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",8,15,0.01905480211449313,-0.4810933603010514
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",9,15,0.018927533139864627,-0.48112603296651735
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",5,21,0.02279892472901533,-0.4812908119538135
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",5,19,0.02641583320578662,-0.48184719044376767
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",10,19,0.018299821066555467,-0.48187401435068705
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",11,19,0.018347673447346693,-0.4819476653147207
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,15,0.024080607272458605,-0.48202626307216506
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",4,9,0.018011068966318287,-0.4824833559826353
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",5,9,0.01809325236403082,-0.4825234126372385
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,15,0.023871288224622523,-0.48261932647800065
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",8,17,0.017583633515251943,-0.4826899609876997
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",9,17,0.01754311654684807,-0.4826902340833124
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",10,21,0.017717079992998607,-0.4828620668974156
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",7,13,0.017206023734469226,-0.48286403883200696
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",11,21,0.017750198818472805,-0.4828656583594421
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",6,13,0.01722460650565543,-0.48289460288491154
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,17,0.02264194581348723,-0.4832021112400917
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,13,0.0221357623865118,-0.48383181717511003
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,17,0.023307469238894086,-0.4840485642882383
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,13,0.02196990805236085,-0.4840952398007371
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,19,0.02312019814925748,-0.48491361583642884
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,19,0.022048426994846285,-0.48531956033991797
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,23,0.024243182144004796,-0.48566786034586873
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,23,0.025183070263621953,-0.48751387698657006
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,21,0.019755287438162315,-0.4893240332828651
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,21,0.020807366524338497,-0.4897713172730316
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,25,0.02621653940922816,-0.4939615879197822
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,25,0.026351436947234314,-0.4945430770879323
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,27,0.023645588154979264,-0.5013943691197015
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",3,29,0.023002984885998234,-0.5014476718892035
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,27,0.02476234517788334,-0.5015330426964131
"RandomForestClassifier(criterion='entropy', n_estimators=500, random_state=0)",2,29,0.023546825603286657,-0.5029081490530589
