estimator,estimator__act,estimator__learning_rate,estimator__n_hidden,estimator__n_neurons,std,neg_log_loss
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.001131676666470709,3,47,0.06754754961685633,-0.4601865024650781
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0023752238864539563,1,77,0.0940645655229146,-0.4602956279849958
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0058854493687482455,5,89,0.08859607679900394,-0.4630848046893815
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005249017947548739,1,117,0.12888076899683124,-0.46344341433638486
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.02413818261971688,1,165,0.11747971397441435,-0.46356772886388775
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0012559779512474165,2,96,0.1384697078340348,-0.463594042072587
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.004054748095003813,3,52,0.11252499067838868,-0.46359793287396484
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0019469833638912583,1,113,0.09562138915494461,-0.46371982870051554
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.004922797533195351,4,57,0.16062755837501672,-0.46390610522445197
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.02599258388483338,5,48,0.18542656908637123,-0.4640025294127616
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0021875506914605138,4,36,0.14562566114609685,-0.46509954359725947
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00035660707466933614,3,92,0.07749016955121268,-0.46583915765142675
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005350501490884095,1,139,0.15249455677910193,-0.4659965565690346
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0003968967725156214,1,46,0.06307757614884814,-0.46616837394930166
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00962262976581366,1,108,0.09290622101481902,-0.46637587013699944
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0035349791840486957,2,34,0.15726523949139634,-0.46638665631211446
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.005140309259135895,5,106,0.1102544056593147,-0.46676285900807984
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.006894705683741595,2,85,0.116886404742075,-0.46688733802022897
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.02800179117382835,2,138,0.12815615211176146,-0.46824171410252774
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.006837231974620225,1,194,0.10240537178235878,-0.47032010906639526
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.002362690954336622,5,66,0.15377444547690386,-0.4713195941557512
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0005013180818732107,1,108,0.07798833148266351,-0.47139880455170813
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.000608849375247919,1,137,0.05590643760185294,-0.47161582609076175
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.010361730791970164,4,63,0.04960450167098148,-0.4727369411957739
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.000757379054611669,1,68,0.2187762745044738,-0.47308688829387346
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.010559406447561502,5,49,0.0793053947037234,-0.4736852557180018
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00047596501229177845,1,139,0.14609459277391126,-0.47474845084192957
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0018270866100123936,4,50,0.08518006194666913,-0.47613987567555544
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.011897025245313024,4,30,0.18392210113205254,-0.4770523291081023
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.017317193144719863,4,78,0.15510425834934807,-0.47769489375164853
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.02073418056392505,1,63,0.09748228563818281,-0.4783334526135937
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.026646402420842152,4,54,0.09898057568286858,-0.4788034445135139
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0004899050116720677,1,112,0.025269272705632572,-0.4788055441697849
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.010761603144297933,1,47,0.12207181686615937,-0.4790258501661526
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0016353259727504008,1,83,0.08833976082383849,-0.4794032489522633
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.003285062540743534,1,148,0.09242754635322573,-0.4826189062387381
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0013610659003379564,1,108,0.12650951590064843,-0.4829157212629471
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.016249615235119374,2,37,0.11077550645723304,-0.48558695668836893
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.023281965384480022,5,105,0.14574180614825044,-0.48606465986245095
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0016551099638282439,1,105,0.135543969261584,-0.4873869036285191
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0037955922546491056,1,107,0.16580736869898224,-0.48768614632003715
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0036036948593684967,1,194,0.0938423923238357,-0.48891903511033946
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.008784145551833728,2,51,0.18914667402372334,-0.48969981614535696
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005740317401742377,1,177,0.08391218198364421,-0.49267564567448136
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0055676172359453,5,48,0.08843725876110596,-0.4932252958546965
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00634125165424048,1,114,0.08497179488182525,-0.4941705952036359
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.0015429318015201478,5,19,0.02923585820533124,-0.49522601342527045
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0005546821580966834,5,81,0.14823300772319908,-0.49556228739698205
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0013804640417128967,2,80,0.15732814565141132,-0.4969212881071115
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.0007938242681591324,4,22,0.07437129537009406,-0.4980327816989862
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.002757589386726391,1,127,0.10989985659902914,-0.4994549761695879
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.029236328569592306,3,29,0.1298820871958315,-0.5012884289677424
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.011549361706793099,2,62,0.08946947493212293,-0.5015763759783254
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.009531572430594284,5,59,0.09564668825070743,-0.5016748731156404
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.005096092425388954,1,122,0.16531308458796032,-0.5017390054629213
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.02903318164411726,1,190,0.12654642683628137,-0.5024693178573449
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0006856488888807145,1,35,0.18053326832955274,-0.502674644169459
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.002677754878103998,2,27,0.1781851526859534,-0.5031559363576675
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.019687831877644446,5,73,0.130852947181962,-0.5036339455386565
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.010443997708352436,5,66,0.06634329170464814,-0.5043901910646098
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.011421698225571559,1,184,0.1070313145628005,-0.5045995407614425
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0041113945178547035,1,165,0.14189477039413975,-0.5049925273054247
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0010249379427284416,2,27,0.15148940188843568,-0.5050397554160977
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.008095497996452192,5,50,0.11021450225177995,-0.5055889109588171
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.003248914550359893,3,58,0.15238429566194536,-0.505745208704881
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0005131430835263221,1,14,0.06713343886344698,-0.5102720410799741
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.003688821332197711,2,22,0.10497909640448513,-0.5113464841544042
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.002023179073696409,2,21,0.1348614237967824,-0.5117868599569433
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0024499120914977723,1,107,0.15684376784892998,-0.5140837337665871
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0009214610985710738,3,30,0.05948784222815532,-0.5141112273036244
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0006398793251544334,4,31,0.17768423442295916,-0.5158801194249881
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.001798275036724184,5,49,0.17274497352752236,-0.5173621212333864
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.001862656346160525,1,17,0.03151981143875084,-0.5187993995136673
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.00037870190068551267,4,32,0.05506034261631242,-0.5195202841804969
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0030147242918521946,2,34,0.1540342578805825,-0.5201501855599862
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0006507369849408557,2,30,0.07274104790119058,-0.5205935444762131
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0015401806077940006,1,69,0.12001809647015128,-0.52141073140036
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.019318402309730205,1,92,0.12961282566151472,-0.5217866474599042
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.012094517961573641,3,33,0.1449315869024368,-0.5270084998396355
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.02798903151533555,3,10,0.08955568227953217,-0.5280947542949729
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.023247309178305576,2,22,0.11467644585687285,-0.5304336800275491
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0017540650884776956,2,19,0.12260239989084794,-0.5308060991740952
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.018586517705307403,1,181,0.18052553196132637,-0.5316129618496385
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.004429970525319002,1,76,0.15155605763045335,-0.5334166847294852
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0008674887155275513,1,6,0.13974381590547008,-0.5354060939364257
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0004194009636594686,1,57,0.12480188984458528,-0.5380855662189665
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0018967859506317745,4,32,0.12884834532680436,-0.5423141868648947
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0009962735226761628,4,23,0.07820538910665374,-0.5441879847812395
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00276878821738367,5,29,0.1425843440247935,-0.551861834814542
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005443455427741595,3,18,0.18095704814688263,-0.5518947088152817
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0204080690203082,1,118,0.14692359761432144,-0.5573165088443935
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.027911303772874214,1,23,0.1425594012767301,-0.5595815963932426
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.01610600560614097,4,36,0.14533783259626482,-0.5699686672674374
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.014514611437003671,1,33,0.1305747215135951,-0.5738577631659352
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.02443729442566337,4,26,0.0986551303240866,-0.5752183234736447
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.004563016260348771,5,30,0.06264143804721338,-0.5915349256266047
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0004027465111434539,1,7,0.04727425271993492,-0.598310549351844
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00044205613197192126,5,15,0.14120253177143313,-0.6044068066230972
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0038348796717436796,1,12,0.0811583897478558,-0.6044978442318677
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.008346209895184762,1,58,0.23193328379013395,-0.6046164816943723
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0008332384756561682,2,9,0.2369932511674678,-0.6048100674276622
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0009907552524566817,2,8,0.13237193574454392,-0.626604866163002
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0012885375887311391,2,10,0.13255888670501106,-0.6497141396891283
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.018771793600808818,4,27,0.06366092656610577,-0.6602681456522528
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.01031598218917403,2,12,0.0820138466598993,-0.6636425509094178
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.024133442597685295,1,5,0.0992221799614899,-0.6767642879974368
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0006263424235644186,4,16,0.09326487864760322,-0.729055229369714
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.018227335415903035,3,9,0.25195626356657347,-0.8368912973569225
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0005546258639218302,2,180,0.009881203636516235,-0.880048344623127
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0073436003193499055,2,6,0.1696132013092632,-0.9030313824226828
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.006283384104133094,2,4,0.350740570596761,-0.9511799450328946
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0037483827471952993,2,11,0.06802911623740987,-0.9746293881109841
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00045042007012484857,5,8,0.23760736939298133,-1.038544080299951
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.000856328222984251,5,6,0.1318727108288862,-1.0645015322989992
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.013923642693608167,4,17,0.22230025356674865,-1.0813960557657138
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.00040490973294870884,2,182,0.008454838872517936,-1.1104568487358164
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0005391496226205034,1,3,0.16231976467887546,-1.1282782593941896
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0034870520474063952,2,3,0.1668130193882005,-1.142068895012843
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.00041609583736071956,2,149,0.04249345152726864,-1.1817954608318855
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0012438255444938064,3,158,0.040851467791344395,-1.2430776493746098
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.003018352922876913,4,162,0.05574032279107951,-1.24920894588454
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.021662276220802818,3,4,0.22298228156008143,-1.285381113557276
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.003523202873391896,4,120,0.1326723542310143,-1.3657936182380566
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0028785298442092445,4,137,0.06991443887290812,-1.555739813600868
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.00033690063790752986,2,111,0.029432568448731728,-1.559248591744661
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0012609939958439821,3,93,0.1029726159336341,-1.639115213949333
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.0015708584620257437,1,2,0.10972408929289569,-1.73480240512472
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.0038512891389338,5,3,0.19179538412894556,-1.7814974229789253
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0016750163228197862,3,3,0.32816077794403464,-1.8009811120879433
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.0005995435960280221,1,2,0.07149574970978466,-1.8307016383074803
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.00047389481329252457,2,36,0.06141393296365121,-1.9841854939324095
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0013342152402359365,3,1,0.10276994094867783,-2.1318138418719172
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0003289247744339104,3,115,0.01332014797234972,-2.505610620435681
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.00044126955075293533,2,8,0.013794457432124377,-2.523347406788039
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.001048158088151205,3,21,0.014547736180709984,-2.55687172772662
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0012974409871586308,4,124,0.014037231734099953,-2.5766696548025045
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0013184604793918643,4,90,0.008761458553659871,-2.594771462383267
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0005675379896046555,3,18,0.010178381207246654,-2.5989248675997136
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0008306978480485166,4,160,0.002696047348548425,-2.60213496391573
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.001416717892956017,4,54,0.013957559893389784,-2.6080587213273465
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0006264052931064234,4,146,0.003544252460579698,-2.6190812190438075
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.000984554314766807,4,68,0.004524584572320521,-2.6198648412025087
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0011035574807147363,4,57,0.0015910819479704478,-2.622016767305298
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0007688980482174376,4,51,0.005079050089328428,-2.6264568369719803
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0004398921784043297,4,105,0.0008038351518167291,-2.6273395219650473
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0009358617099713508,4,49,0.0021642786631760596,-2.6304850354838942
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.013323783747897068,5,127,0.00595385456007245,-2.634345442302757
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.008028880454053224,5,197,0.002136384482271118,-2.6354827355152715
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.019715540673572264,5,79,0.010288460288807118,-2.6361494800912313
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0010623591246158388,4,12,0.0017638612633295763,-2.636495453281415
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.007638791854016949,5,199,0.011092570106512852,-2.6370196911266692
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.007400747594146313,5,90,0.0028762192429395363,-2.637784165069654
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0032233818059066457,5,91,0.0017701571019856418,-2.638117602207603
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0008629883315398075,5,21,0.0024277160512777636,-2.638345228644838
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0029576770532883517,5,43,0.001177263630621008,-2.6385089305144236
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.008097774290982462,5,199,0.007198684079491784,-2.6386540186477245
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0016342784675090689,5,91,0.0007837541336833317,-2.638838119349653
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0018682739802302088,5,99,0.0004280648789243312,-2.6389247055578857
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.003808498360621323,5,126,0.0015006005248123819,-2.6390755080355777
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.018316637422677574,5,16,0.0016199542082904468,-2.639360487962943
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0030332474595497027,5,25,0.0012976354117883516,-2.6395974442417476
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0014683663654941346,5,62,0.000991261797943441,-2.6396085727020506
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.008554905910190983,5,193,0.012828357692739495,-2.6396342174766105
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0234820277317767,5,29,0.003487387475847798,-2.6401874094265345
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.00102256101566723,5,53,0.0005524357265018084,-2.6403689353126834
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.021775995801539456,5,110,0.007167419788329686,-2.6428136570919594
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.023934616697194613,5,119,0.017497986273833966,-2.651586930201564
