estimator,estimator__act,estimator__learning_rate,estimator__n_hidden,estimator__n_neurons,std,neg_log_loss
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0012692814077400914,2,189,0.06573439988965785,-0.3721805472916243
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.003322561227061817,3,122,0.0919342418280216,-0.372341402640666
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0015054407564421208,5,152,0.13593420650185273,-0.3724577089119185
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.004133027775076323,3,112,0.08947235568756491,-0.3735464261524811
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0008294110612602334,4,151,0.08456417314681959,-0.3743734951748471
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0015028533914638845,5,151,0.10262819786053586,-0.3747469963829252
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.001015270069639723,3,116,0.14151974091323205,-0.3752006720891706
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0018912351664561993,2,146,0.0858945849566417,-0.3752767087486832
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.005909367086453738,4,139,0.11320323442214543,-0.376211227081587
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.015161369084741354,2,10,0.03360852949368161,-0.37748198479802836
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.001204433999584672,5,92,0.0708414423400759,-0.37896278727794785
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0017403671177199612,2,136,0.11056465966031548,-0.37909600911467245
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.01907313692897899,4,150,0.07422142011705703,-0.3795099174939805
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.028967702559684713,4,104,0.10382926016295745,-0.379882224826189
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00037951363539270367,2,67,0.13289494250740755,-0.3805091057700274
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0006340260822975118,4,152,0.11095128857177836,-0.3814351935187588
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.006811457875683037,5,163,0.05753442850175128,-0.3815576545097419
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.002783134388887873,3,22,0.06634794654935762,-0.38214141761731274
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0068762606401393455,2,147,0.0841944006270479,-0.3823434744493896
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.020188483170513492,2,98,0.0064122010879383235,-0.3825870133877508
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0015671544903419804,4,132,0.1204201882361261,-0.3831684575806907
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005253856858352489,5,66,0.040745289452463876,-0.3834254430788008
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.003200591137846435,5,160,0.1441674165070255,-0.38373353232765756
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0015488203014898483,5,131,0.17296385608570577,-0.38398674402487454
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.000773132446604506,3,163,0.1269163554336947,-0.3842084226319044
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.003919437360365495,2,147,0.06426771305907267,-0.38428412845506843
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.002461766777446323,5,178,0.060495008370070304,-0.3847277816635883
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.021474663028489386,3,144,0.06670063881436826,-0.3857081726033839
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.01618125462282492,5,54,0.08293370634823963,-0.3863929089587303
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0011874678943972234,2,144,0.10509579859144139,-0.38739287807665757
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0021126684748441404,4,122,0.17426870095111335,-0.38751246750536006
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0011251859344318603,3,198,0.11363784816221613,-0.3879966650698115
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0009124574631574406,5,128,0.12857871611177007,-0.38841885400247644
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.008947020123399724,4,103,0.16446532478117748,-0.3892448685424057
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0008144449877269307,5,84,0.0731652227852596,-0.38929923674027994
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00031729524851602947,2,103,0.1540486561349226,-0.38935251288867334
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00030538096121050817,3,106,0.08626496428047953,-0.3893983828403465
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.005814032158211794,5,92,0.12908795898193084,-0.3897830752723523
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00039920217219209807,5,63,0.05040798199977504,-0.38986702973243303
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0008942683120082453,4,135,0.10613268821761668,-0.39020929250924563
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.013095216169859999,3,21,0.03705096232526053,-0.39062783144588464
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0021318485541537606,2,95,0.09620863732081705,-0.3909725988843244
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.020975786891707843,3,134,0.12294527938871604,-0.39116511676786314
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0038763210558546103,1,14,0.061519204950174995,-0.3928802575534686
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0012351917573396394,4,112,0.07761391296624263,-0.39313186235003716
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.027686698689775864,4,47,0.0553489910555719,-0.3934146559680253
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.007016464751085798,5,92,0.09152527213918686,-0.3935113072645042
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.0009757731076357242,4,37,0.05689636109704686,-0.3938934529749575
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005009289081085891,4,87,0.044161326591823556,-0.39408100883974384
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.006364394666525983,5,166,0.09340986400437247,-0.3941888981883962
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.004279585848619233,3,90,0.1122000087389658,-0.39494943049759973
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00030725609680006433,5,101,0.13615471766676654,-0.39536457299008687
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.02194221830850715,4,118,0.05712836013433641,-0.3957376481537137
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00039089716501447536,2,116,0.12739124687879425,-0.3960637268605248
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0009504246256637369,1,146,0.09911018580443452,-0.39624910808372876
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0050893348620380365,4,100,0.04803928426366227,-0.39877471895920136
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.029427396481837415,2,109,0.10284851302749079,-0.39897896201000754
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0014933444550371687,2,184,0.09620730739432723,-0.39984529609028846
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.01061996693268817,4,184,0.11650805268476644,-0.40074504455857407
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0009417772275935482,2,153,0.07733756201976326,-0.4024760375031225
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0007102038760801741,5,159,0.14470175115616038,-0.40307707235730483
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0032134064316571014,5,154,0.08479724810845962,-0.4031275805111875
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.002651559336193192,3,84,0.09783199394240599,-0.404932674158351
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0013690634300296176,5,96,0.03756730267479261,-0.405335132027076
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00212240909057878,2,145,0.0995574049069729,-0.4059101988298019
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.004514404546665348,4,114,0.10887072319152644,-0.4064931971505015
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.001308546118295801,4,126,0.10318935806129441,-0.40706872475315015
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0038814735615593796,5,164,0.12002737843326854,-0.40789091373571235
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.017492071778851957,2,114,0.08782563260747618,-0.40800126217759575
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0005668748081407801,2,164,0.10098585812942544,-0.40839652343585015
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00035128154598488236,1,146,0.1068001724253933,-0.4087805032566138
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.029003822701433212,3,40,0.08737051925951336,-0.4096084076793145
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.008210583750709717,2,70,0.08034766443049844,-0.41011708597683916
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005001430872623008,3,61,0.06274471046891089,-0.41025446357470374
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.009520307553492365,3,66,0.144742074971952,-0.4103583640595456
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.025801197698905952,5,82,0.09243635872374228,-0.41088283852286894
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.004404834851880176,3,49,0.08882278527013397,-0.4109505796824117
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0008094292194245954,3,100,0.047886621516168855,-0.41121942072671086
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0031605249260027446,3,66,0.07862038791561377,-0.411252993049124
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00958054679982704,4,122,0.16169703601928817,-0.41154454218453695
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.018960778199005327,5,48,0.06627763290775716,-0.4116320326555197
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.004029489007860956,3,90,0.12148893900554457,-0.4123380846497717
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0028275969761640237,4,131,0.14924312740271112,-0.41293283172993234
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.007517610238948647,5,87,0.12022549636237777,-0.4138768437529905
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.02293278743102401,4,175,0.11887217970108617,-0.41481818725873404
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.001794442262121047,3,104,0.11719008846783245,-0.415001390057166
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.010177999432361445,2,146,0.05851740254727393,-0.4151563146257797
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.008694641366217535,2,119,0.09025970211704976,-0.41531280455914027
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0003197800361877322,4,79,0.08459183825963947,-0.4161083381412866
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.003037825176041847,3,132,0.12187874958291578,-0.4161763231154762
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0007943846548398771,4,82,0.13626176575932786,-0.41620923760835815
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.004669294160553622,2,132,0.11880107272390632,-0.41621126434184896
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0018474354550121477,4,104,0.08106724311114893,-0.4163067858809867
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0013419670887090532,3,114,0.09113326589175823,-0.4166296577782388
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.000978716449417623,1,63,0.10204118554984769,-0.41670811328972773
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0005621280661095121,2,81,0.12237159917107943,-0.41933550089211485
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.011346627828548764,4,44,0.0440116694456651,-0.41998370560954185
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0015790313377683184,2,68,0.0872574474207878,-0.4202240729788711
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.01621954226362719,5,142,0.11765794670008248,-0.42099649518689725
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.000784310291488125,3,33,0.07693700543715444,-0.4211427150840284
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0008364444815399943,4,130,0.06251837207557638,-0.42124670878621173
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.02044444349399001,5,154,0.07325971778940622,-0.42146892961439486
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0016015584626629903,2,171,0.10029326237849713,-0.42169267396195
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0017538978364930234,1,82,0.0917551640650248,-0.4218007962857842
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0066418012764929354,4,113,0.04781535801018386,-0.42288332909077414
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.007004428578838651,4,167,0.12919788287119524,-0.42332138756547444
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0006412127881497147,1,126,0.06784556323828152,-0.4240135494032049
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.003593920363965601,2,120,0.0952064300024963,-0.4242819405671129
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.004600557797397469,1,68,0.10366508583547734,-0.42466403276940967
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.021555528550779017,5,94,0.15143530631310356,-0.42470281467897875
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.028046481380789055,4,155,0.07912039035504909,-0.4249857815864134
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0006188215885043995,4,76,0.10930317179328712,-0.42513646254241555
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0025967112412085434,1,150,0.08710948130791246,-0.425209588006423
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.007046137601915813,3,72,0.11448406254763131,-0.4257085241471325
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0016719770554948776,4,60,0.1635536415077752,-0.4257995304060695
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00048078263309418083,5,100,0.1385267638466338,-0.4277478831802846
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.00035522546420332934,4,38,0.07114964270766766,-0.42794921768740557
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.007076937398290098,4,81,0.16572968981343708,-0.4279703286424397
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.027442212580435502,5,173,0.058708618830861634,-0.4287210633835476
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005706446377720891,3,89,0.08868525970375044,-0.42875823944729563
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.0005354803932881862,1,138,0.02041294998193765,-0.4291464538754756
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0010573172661303785,3,82,0.12388364124855858,-0.4299998907406794
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0009550999684044464,2,114,0.07157878449494995,-0.430034596956084
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0006866127067218758,4,99,0.08847806267429827,-0.43051174675308534
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00034475200551041004,2,98,0.1436646313868252,-0.43065269747878215
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0015827936123672334,2,116,0.0942643750251728,-0.4308371526781555
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.007278895651105736,4,149,0.06286475307128002,-0.4317010186078731
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.02504645768452298,5,48,0.1065847241207274,-0.4325464465079746
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.006049774126557225,2,95,0.12078139975800946,-0.43316492895415
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0011234996780381775,3,80,0.10178605903844908,-0.43530378003469905
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0011847121763977069,5,73,0.10028895161243054,-0.43536698068841234
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.004341072074387248,2,132,0.049078613352422716,-0.4363195385318888
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.028302107021196125,3,130,0.020334054579459467,-0.43690677913783726
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.009910634224483364,4,124,0.1201436600300809,-0.4374023077399874
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00296944352774674,4,89,0.08687613270066276,-0.43775155805762483
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.007432171766432693,1,134,0.08474220014422217,-0.4379807040550072
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.000856766904690502,3,69,0.13854295552883084,-0.43813608908681334
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.008707950160600919,1,129,0.07028609506317579,-0.438140599154087
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0012323709540536722,1,116,0.17788587596482308,-0.43863872131517706
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0008993895072782639,3,75,0.13787092699841386,-0.438841656631005
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.012153591146355038,3,81,0.06090253678822235,-0.4402024428001405
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0003794336751569383,3,35,0.059535862789204426,-0.4412458356034448
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.020484491573735265,3,99,0.09697374961968762,-0.44125187253650555
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0012299474519412003,3,61,0.07256401079805976,-0.4437323596652847
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.006625472709200493,3,37,0.16806210353478998,-0.44376758666677485
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.0012798688121696525,5,86,0.10247918005142932,-0.4439851704339424
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.009999876616534327,5,126,0.05864716346367387,-0.4454064441050146
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.00785638710871418,4,50,0.11419162317333055,-0.44601986676043964
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.008282783123045768,4,83,0.12964830071481365,-0.4460716311914079
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0006393812373836709,1,186,0.10906817767305116,-0.44749934989125234
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00046797265246311813,5,69,0.178074081463923,-0.4478768824293002
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.002733893746057391,4,76,0.1348834192788676,-0.4479869367981409
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.027057476333266512,3,74,0.15938029690847674,-0.44901081974819884
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.016447440190880187,4,89,0.1341668323938579,-0.4490959431759787
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.005947272957709346,1,63,0.13119613234174823,-0.45003484682458145
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,tanh,0.010495013209405057,4,33,0.022237032943723353,-0.45024667079488256
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.019627837032398922,4,111,0.05008353051452438,-0.4503957436097582
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.01949080199047228,2,133,0.08522445228857904,-0.4505048622741399
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0007360770249356966,3,38,0.11180428091618182,-0.45057531462075495
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,sigmoid,0.01499295297382828,4,57,0.15637725165297353,-0.45080016933015926
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.017850522534576772,2,84,0.045326691687323103,-0.45196624607531244
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.005157474470722236,2,94,0.0898692912937319,-0.4519983277771616
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.002474832292623532,2,76,0.0957587759137114,-0.45235024305391514
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,selu,0.014434492336992046,5,112,0.14083943664284684,-0.4539889617851124
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.024982438298706715,3,69,0.11296275344579731,-0.4545294404774985
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.007519571425926979,2,56,0.13826842920923824,-0.45546707353895954
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.00034820397118863006,2,53,0.10384653877552417,-0.4570309856159252
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,elu,0.0017814578935857564,1,110,0.10059750618653533,-0.45765463442737725
<tensorflow.python.keras.wrappers.scikit_learn.KerasClassifier object at 0x0000025FFDF39370>,relu,0.0012591961631788003,5,100,0.09166289463122133,-0.45789096073904717
