0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1.0,1.0,1.0,1.0,0.6,0.9968652037617555,0.75,0.6666666666666665,0.6875,0.9935064935064936,0.8461538461538461,0.7586206896551724,1.0,0.9868852459016394,0.8260869565217391,0.9047619047619047,1.0,0.996875,0.8,0.888888888888889,0.7857142857142857,0.9967741935483871,0.9166666666666666,0.8461538461538461,0.7142857142857143,1.0,1.0,0.8333333333333333,0.9736842105263158,0.9758064516129032,0.925,0.9487179487179489,0.82,0.9817518248175182,0.8913043478260869,0.8541666666666666,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9846153846153847,0.9884169884169884,0.9552238805970149,0.9696969696969696,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,1.0,0.987460815047022,0.5555555555555556,0.7142857142857143,1.0,0.9902597402597403,0.8421052631578947,0.9142857142857143,0.8947368421052632,1.0,1.0,0.9444444444444444,1.0,0.99375,0.6666666666666666,0.8,0.6428571428571429,0.9935483870967742,0.8181818181818182,0.7200000000000001,1.0,1.0,1.0,1.0,0.9078947368421053,0.9959677419354839,0.9857142857142858,0.9452054794520548,0.9,0.9671532846715328,0.8333333333333334,0.8653846153846153,0.75,0.9936708860759493,0.75,0.75,0.9846153846153847,0.9845559845559846,0.9411764705882353,0.962406015037594,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,1.0,0.9937304075235109,0.7142857142857143,0.8333333333333333,0.9375,0.9805194805194806,0.7142857142857143,0.8108108108108109,0.7894736842105263,1.0,1.0,0.8823529411764706,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.923076923076923,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9473684210526315,0.9838709677419355,0.9473684210526315,0.9473684210526315,0.88,0.9854014598540146,0.9166666666666666,0.8979591836734694,1.0,0.990506329113924,0.7272727272727273,0.8421052631578948,0.9692307692307692,0.9961389961389961,0.984375,0.9767441860465116,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,1.0,1.0,1.0,1.0,0.9285714285714286,0.9967741935483871,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,1.0,0.9342105263157895,0.9879032258064516,0.9594594594594594,0.9466666666666667,0.9,0.9781021897810219,0.8823529411764706,0.8910891089108911,0.875,0.990506329113924,0.7,0.7777777777777777,0.9692307692307692,0.9768339768339769,0.9130434782608695,0.9402985074626865,0.625,0.9902597402597403,0.7692307692307693,0.6896551724137931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.8,0.9968652037617555,0.8,0.8000000000000002,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.9903225806451613,0.8,0.8275862068965518,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.967741935483871,0.9012345679012346,0.9299363057324841,0.9,0.9927007299270073,0.9574468085106383,0.9278350515463918,0.75,1.0,1.0,0.8571428571428571,1.0,0.9806949806949807,0.9285714285714286,0.962962962962963,0.75,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,1.0,0.9811912225705329,0.45454545454545453,0.625,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,0.8947368421052632,0.9934426229508196,0.8947368421052632,0.8947368421052632,0.75,1.0,1.0,0.8571428571428571,0.7857142857142857,1.0,1.0,0.88,1.0,1.0,1.0,1.0,0.9473684210526315,0.9798387096774194,0.935064935064935,0.9411764705882352,0.78,0.9890510948905109,0.9285714285714286,0.8478260869565217,1.0,0.9873417721518988,0.6666666666666666,0.8,0.9692307692307692,0.9884169884169884,0.9545454545454546,0.9618320610687022,0.8125,0.9902597402597403,0.8125,0.8125,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,0.9967320261437909,0.9473684210526315,0.972972972972973,0.6,0.9968652037617555,0.75,0.6666666666666665,1.0,0.9967532467532467,0.9411764705882353,0.9696969696969697,1.0,0.9901639344262295,0.8636363636363636,0.9268292682926829,0.75,1.0,1.0,0.8571428571428571,0.9285714285714286,1.0,1.0,0.962962962962963,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9473684210526315,0.9717741935483871,0.9113924050632911,0.9290322580645162,0.82,0.9817518248175182,0.8913043478260869,0.8541666666666666,1.0,1.0,1.0,1.0,1.0,0.9922779922779923,0.9701492537313433,0.9848484848484849,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,1.0,0.9968652037617555,0.8333333333333334,0.9090909090909091,0.75,0.9967532467532467,0.9230769230769231,0.8275862068965517,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,0.75,1.0,1.0,0.8571428571428571,0.7142857142857143,0.9967741935483871,0.9090909090909091,0.8,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.9637096774193549,0.8902439024390244,0.9240506329113923,0.86,0.9781021897810219,0.8775510204081632,0.8686868686868686,0.875,0.9968354430379747,0.875,0.875,1.0,0.9845559845559846,0.9420289855072463,0.9701492537313433,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.7499999999999999,0.9375,0.9935064935064936,0.8823529411764706,0.9090909090909091,1.0,0.9901639344262295,0.8636363636363636,0.9268292682926829,0.75,1.0,1.0,0.8571428571428571,0.8571428571428571,0.9903225806451613,0.8,0.8275862068965518,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.9717741935483871,0.9125,0.935897435897436,0.84,0.9744525547445255,0.8571428571428571,0.8484848484848485,0.75,0.9936708860759493,0.75,0.75,1.0,0.9922779922779923,0.9701492537313433,0.9848484848484849,0.625,1.0,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,1.0,0.9902597402597403,0.8421052631578947,0.9142857142857143,0.9473684210526315,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.962962962962963,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.9758064516129032,0.9240506329113924,0.9419354838709677,0.8,0.9927007299270073,0.9523809523809523,0.8695652173913043,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9846153846153847,0.9806949806949807,0.927536231884058,0.9552238805970149,0.625,0.9967532467532467,0.9090909090909091,0.7407407407407406,1.0,0.9933774834437086,0.9166666666666666,0.9565217391304348,0.25,0.996875,0.5,0.3333333333333333
1.0,1.0,1.0,1.0,0.6,0.9937304075235109,0.6,0.6,0.9375,0.974025974025974,0.6521739130434783,0.7692307692307693,0.8947368421052632,0.9901639344262295,0.85,0.8717948717948718,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.962962962962963,0.7142857142857143,0.9968454258675079,0.8333333333333334,0.7692307692307692,0.9342105263157895,0.9838709677419355,0.9466666666666667,0.9403973509933775,0.88,0.9744525547445255,0.8627450980392157,0.8712871287128714,0.875,0.9936708860759493,0.7777777777777778,0.823529411764706,0.9230769230769231,0.9845559845559846,0.9375,0.9302325581395349,0.625,0.9967532467532467,0.9090909090909091,0.7407407407407406,1.0,0.9933774834437086,0.9166666666666666,0.9565217391304348,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.75,0.987012987012987,0.75,0.75,0.8947368421052632,0.9934426229508196,0.8947368421052632,0.8947368421052632,1.0,0.996875,0.8,0.888888888888889,0.7142857142857143,0.9967741935483871,0.9090909090909091,0.8,1.0,1.0,1.0,1.0,0.9210526315789473,0.9879032258064516,0.958904109589041,0.9395973154362416,0.88,0.9671532846715328,0.8301886792452831,0.8543689320388349,0.875,0.9936708860759493,0.7777777777777778,0.823529411764706,0.9538461538461539,0.9845559845559846,0.9393939393939394,0.9465648854961831,0.75,0.987012987012987,0.75,0.75,1.0,0.9966887417218543,0.9565217391304348,0.9777777777777777,0.5,1.0,1.0,0.6666666666666666
