Cross_Entropy_train,Cross_Entropy_val,Accuracy_train,Accuracy_val
0.07439692294955993,0.2600374483267978,0.9987468671679198,0.9375
0.07158973092627777,0.27827659639842595,0.9987468671679198,0.9291666666666667
0.07163498503868938,0.3113020992886863,0.9993734335839599,0.925
0.07230948892319507,0.2787130485624592,0.9993734335839599,0.9125
0.06959962015504156,0.34927305164919736,1.0,0.8916666666666667
0.07165845936733403,0.2855215567279711,0.9981203007518797,0.9166666666666666
0.07747217516382376,0.30035921640329327,0.9956140350877193,0.925
0.07557213422567745,0.23224688336734872,0.9981203007518797,0.9333333333333333
0.07140169568931501,0.3026018360648444,0.9981203007518797,0.9166666666666666
0.07385525368982424,0.2621240618810042,0.9987468671679198,0.9375
0.0704827828993955,0.326520143061421,0.9987468671679198,0.9041666666666667
0.06875543376765399,0.24607059154088617,0.9987468671679198,0.925
0.06871927615199205,0.32947613504952983,0.9993734335839599,0.9083333333333333
0.07638385021740533,0.2856653210705825,0.9981203007518797,0.9041666666666667
0.07569677507944352,0.25776515596056776,0.9981203007518797,0.9291666666666667
0.07636431534228175,0.23468103912449495,1.0,0.925
0.07507981158027219,0.36642943366168196,0.9993734335839599,0.9083333333333333
0.07360190409230348,0.3078643510886305,0.9981203007518797,0.9333333333333333
0.07653558008964263,0.3143516129343675,0.9987468671679198,0.8958333333333334
0.0729953558751874,0.24261575277216682,0.9968671679197995,0.925
0.0741205001194369,0.337768399539919,0.9987468671679198,0.9083333333333333
0.06890583574595849,0.2867225173417461,0.9981203007518797,0.9041666666666667
0.07177817251053016,0.3033905925156469,0.9981203007518797,0.925
0.0747171558482554,0.2252658205428037,0.9962406015037594,0.9333333333333333
0.0729681464762866,0.2594703590672812,0.9981203007518797,0.9416666666666667
0.07568012523918641,0.3155596431561075,0.9974937343358395,0.9125
0.07609813053687793,0.2868362008575008,0.9981203007518797,0.925
0.0740268269805682,0.2238774261899406,0.9987468671679198,0.9416666666666667
0.07747640883455116,0.2658407157181921,0.9962406015037594,0.9291666666666667
0.07156308835723521,0.32908603280772636,0.9987468671679198,0.8916666666666667
0.0805078068022126,0.2769660486142695,0.9993734335839599,0.9333333333333333
0.07669019263455819,0.2839167631952506,0.9981203007518797,0.9208333333333333
0.0710212329315769,0.26211334849938045,0.9987468671679198,0.9375
0.07429523360721976,0.31531602801607583,0.9974937343358395,0.9166666666666666
0.07743130549163915,0.2671792672658153,0.9974937343358395,0.9375
0.06913419315682247,0.3140344454410923,1.0,0.9125
0.07698673146266266,0.2910019587950473,0.9987468671679198,0.9041666666666667
0.07319957071012985,0.26662431758289845,0.9987468671679198,0.9125
0.07306638920145904,0.23959938790174853,0.9987468671679198,0.9375
0.06885839995123598,0.2872821689039496,0.9993734335839599,0.8958333333333334
0.07061723456719475,0.3073920477409674,0.9987468671679198,0.9166666666666666
0.07483976678323005,0.33112409825315603,0.9987468671679198,0.9041666666666667
0.07301552506394719,0.2766035452042693,1.0,0.8875
0.06806786212669946,0.21789028434395205,0.9993734335839599,0.9458333333333333
0.0752233922750426,0.2562017907022793,0.9993734335839599,0.9208333333333333
0.07366581579369547,0.3573202658344499,0.9987468671679198,0.8875
0.07472699644837649,0.24447616511861897,0.9974937343358395,0.9125
0.07806346429128704,0.270482264940867,0.9981203007518797,0.9333333333333333
0.07350074595015804,0.25390776337305493,0.9993734335839599,0.9208333333333333
0.0700273296893621,0.2642980116297123,0.9981203007518797,0.9333333333333333
0.07050209408782333,0.3225465646406453,0.9987468671679198,0.9041666666666667
0.07328169588310608,0.3446901619014833,0.9987468671679198,0.8833333333333333
0.0672750623058087,0.28142485518468036,0.9987468671679198,0.9041666666666667
0.070772720050134,0.23929781019577753,0.9987468671679198,0.9541666666666667
0.0767804941961835,0.32371146952736346,0.9981203007518797,0.9
0.07399328373753321,0.28092227618687243,0.9987468671679198,0.9208333333333333
0.07133187906010992,0.31737218993949573,0.9987468671679198,0.9083333333333333
0.07527904873438142,0.29270015546315153,0.9974937343358395,0.9
0.07448140379358649,0.24029632571580917,0.9962406015037594,0.9333333333333333
0.07400761039061739,0.24189754328876567,0.9993734335839599,0.9458333333333333
0.07251324378859833,0.2621723783663105,0.9987468671679198,0.9291666666666667
0.0744329479252897,0.32577575692253063,0.9987468671679198,0.9083333333333333
0.07449718356370243,0.2798277040209989,0.9987468671679198,0.925
0.07534050165013738,0.27756967298574026,0.9981203007518797,0.9208333333333333
0.07460560705279891,0.2836081311421588,0.9981203007518797,0.9333333333333333
0.0778945484030883,0.28453852180047506,0.9962406015037594,0.9166666666666666
0.07179772257335844,0.2817568964683593,0.9993734335839599,0.9416666666666667
0.07265850878616006,0.311142161561882,0.9987468671679198,0.9041666666666667
0.07576889396184153,0.23286393789174628,0.9968671679197995,0.9416666666666667
0.07333093829234807,0.2787466250516443,0.9987468671679198,0.925
0.08038154668725676,0.3130120709648769,0.9974937343358395,0.925
0.07059372743360669,0.30683065357980427,0.9987468671679198,0.9375
0.06845983971337731,0.2913924522849781,0.9993734335839599,0.9166666666666666
0.07627405009134475,0.2889823333528675,0.9981203007518797,0.9125
0.07075158209589377,0.29101499048154766,0.9993734335839599,0.9208333333333333
